@relation featureMatrix

@ATTRIBUTE energy	REAL
@ATTRIBUTE zeroCrossingRate REAL
@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE cepstralMostDominantPeak REAL
@ATTRIBUTE cepstralNumPeaks REAL
@ATTRIBUTE cepstralLocFirstPeak REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE energy_min	REAL
@ATTRIBUTE zeroCrossingRate_min REAL
@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy_min REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE cepstralMostDominantPeak_min REAL
@ATTRIBUTE cepstralNumPeaks_min REAL
@ATTRIBUTE cepstralLocFirstPeak_min REAL
@ATTRIBUTE corMagPeak_min REAL
@ATTRIBUTE corPeakCount_min REAL
@ATTRIBUTE class	{0,1}

@DATA
0.08385,0.019964,494.88,4.7849,129.2,0.002444,0,0,0.40093,7,0.04043,0.014519,483.97,1.0427,107.67,0.0021578,0,0,0.30696,5,0
0.086484,0.017241,256.26,5.0259,21.533,0.0014631,0,0,0.33027,9,0.043063,0.011797,245.35,1.2836,0,0.0011768,0,0,0.2363,7,0
0.086484,0.017241,256.26,5.0259,21.533,0.0014631,0,0,0.33027,9,0.043063,0.011797,245.35,1.2836,0,0.0011768,0,0,0.2363,7,0
0.081081,0.020871,485.61,4.798,21.533,0.00292,0,0,0.48064,10,0.03766,0.015426,474.7,1.0557,0,0.0026337,0,0,0.38667,8,0
0.081081,0.020871,485.61,4.798,21.533,0.00292,0,0,0.48064,10,0.03766,0.015426,474.7,1.0557,0,0.0026337,0,0,0.38667,8,0
0.062129,0.03176,312.37,4.9323,21.533,0.0056016,0,0,0.4914,13,0.018708,0.026316,301.46,1.19,0,0.0053153,0,0,0.39743,11,0
0.062129,0.03176,312.37,4.9323,21.533,0.0056016,0,0,0.4914,13,0.018708,0.026316,301.46,1.19,0,0.0053153,0,0,0.39743,11,0
0.060129,0.03176,160.34,5.2045,107.67,0.0018082,0,0,0.47962,7,0.016708,0.026316,149.43,1.4622,86.133,0.0015219,0,0,0.38565,5,0
0.060129,0.03176,160.34,5.2045,107.67,0.0018082,0,0,0.47962,7,0.016708,0.026316,149.43,1.4622,86.133,0.0015219,0,0,0.38565,5,0
0.052612,0.010889,142.66,5.1568,150.73,0.0040727,0,0,0.33736,9,0.0091916,0.0054446,131.75,1.4145,129.2,0.0037864,0,0,0.24339,7,0
0.052612,0.010889,142.66,5.1568,150.73,0.0040727,0,0,0.33736,9,0.0091916,0.0054446,131.75,1.4145,129.2,0.0037864,0,0,0.24339,7,0
0.078041,0.051724,581.67,4.9336,732.13,0.001128,0,0,0.4587,23,0,0,0,0,0,0,0,0,0,0,0
0.078041,0.051724,581.67,4.9336,732.13,0.001128,0,0,0.4587,23,0,0,0,0,0,0,0,0,0,0,0
0.075576,0.053539,462.3,5.1899,150.73,0.015917,1,29,0.44891,19,0,0.0018149,0,0.25628,0,0.014789,1,29,0,0,0
0.075576,0.053539,462.3,5.1899,150.73,0.015917,1,29,0.44891,19,0,0.0018149,0,0.25628,0,0.014789,1,29,0,0,0
0.065625,0.049909,436.41,5.2038,1033.6,0.005276,0,0,0.56055,20,0,0,0,0.27019,882.86,0.0041481,0,0,0.11164,1,0
0.065625,0.049909,436.41,5.2038,1033.6,0.005276,0,0,0.56055,20,0,0,0,0.27019,882.86,0.0041481,0,0,0.11164,1,0
0.058914,0.049909,274.85,5.336,172.27,0.0044532,0,0,0.53099,17,0,0,0,0.40246,21.533,0.0033253,0,0,0.082074,0,0
0.058914,0.049909,274.85,5.336,172.27,0.0044532,0,0,0.53099,17,0,0,0,0.40246,21.533,0.0033253,0,0,0.082074,0,0
0.055676,0.044465,205.78,5.3124,796.73,0.0040731,0,0,0.43628,18,0,0,0,0.3788,646,0.0029452,0,0,0,1,0
0.055676,0.044465,205.78,5.3124,796.73,0.0040731,0,0,0.43628,18,0,0,0,0.3788,646,0.0029452,0,0,0,1,0
0.067758,0.033575,411.88,5.1324,710.6,0.017494,1,27,0.66939,12,0.012082,0,206.09,0.19877,559.86,0.016366,1,27,0.2331,0,0
0.067758,0.033575,411.88,5.1324,710.6,0.017494,1,27,0.66939,12,0.012082,0,206.09,0.19877,559.86,0.016366,1,27,0.2331,0,0
0.073545,0.030853,492.84,5.0267,172.27,0.0070324,0,0,0.61346,16,0.017869,0,287.06,0.093154,21.533,0.0059045,0,0,0.17717,4,0
0.073545,0.030853,492.84,5.0267,172.27,0.0070324,0,0,0.61346,16,0.017869,0,287.06,0.093154,21.533,0.0059045,0,0,0.17717,4,0
0.077329,0.034483,529.5,5.0022,344.53,0.0059917,0,0,0.6026,14,0.021653,0.0036298,323.71,0.068588,193.8,0.0048637,0,0,0.16632,2,0
0.077329,0.034483,529.5,5.0022,344.53,0.0059917,0,0,0.6026,14,0.021653,0.0036298,323.71,0.068588,193.8,0.0048637,0,0,0.16632,2,0
0.051145,0.054446,172.34,5.4406,495.26,0.016064,2,11,0.58246,25,0.003376,0.033575,42.099,0.82621,387.6,0.014936,2,11,0.22296,18,0
0.051145,0.054446,172.34,5.4406,495.26,0.016064,2,11,0.58246,25,0.003376,0.033575,42.099,0.82621,387.6,0.014936,2,11,0.22296,18,0
0.046591,0.066243,152.76,5.4895,495.26,0.023101,2,10,0.58734,56,0,0.045372,22.519,0.87512,387.6,0.021973,2,10,0.22784,49,0
0.046591,0.066243,152.76,5.4895,495.26,0.023101,2,10,0.58734,56,0,0.045372,22.519,0.87512,387.6,0.021973,2,10,0.22784,49,0
0.043381,0.068058,117.88,5.5346,172.27,0.014772,1,12,0.53171,49,0,0.047187,0,0.92025,64.6,0.013644,1,12,0.1722,42,0
0.043381,0.068058,117.88,5.5346,172.27,0.014772,1,12,0.53171,49,0,0.047187,0,0.92025,64.6,0.013644,1,12,0.1722,42,0
0.054826,0.045372,216.65,5.3332,473.73,0.015957,2,12,0.72118,16,0.011444,0.024501,98.774,0.71882,366.06,0.014829,2,12,0.36167,9,0
0.054826,0.045372,216.65,5.3332,473.73,0.015957,2,12,0.72118,16,0.011444,0.024501,98.774,0.71882,366.06,0.014829,2,12,0.36167,9,0
0.059254,0.034483,165.45,5.2755,473.73,0.011678,1,13,0.88321,9,0.015873,0.013612,47.568,0.66111,366.06,0.01055,1,13,0.52371,2,0
0.059254,0.034483,165.45,5.2755,473.73,0.011678,1,13,0.88321,9,0.015873,0.013612,47.568,0.66111,366.06,0.01055,1,13,0.52371,2,0
0.049456,0.03176,157.46,5.2744,473.73,0.0032182,0,0,0.64748,10,0.0060741,0.010889,39.581,0.66008,366.06,0.0020902,0,0,0.28798,3,0
0.049456,0.03176,157.46,5.2744,473.73,0.0032182,0,0,0.64748,10,0.0060741,0.010889,39.581,0.66008,366.06,0.0020902,0,0,0.28798,3,0
0.040344,0.039927,64.123,5.411,107.67,0.0046966,0,0,0.40959,23,0,0.019056,0,0.79663,0,0.0035687,0,0,0.050091,16,0
0.040344,0.039927,64.123,5.411,107.67,0.0046966,0,0,0.40959,23,0,0.019056,0,0.79663,0,0.0035687,0,0,0.050091,16,0
0.046002,0.044465,121.75,5.3172,236.87,0.0061692,0,0,0.53759,40,0.0056573,0.023593,57.628,0.70284,129.2,0.0050413,0,0,0.17809,33,0
0.046002,0.044465,121.75,5.3172,236.87,0.0061692,0,0,0.53759,40,0.0056573,0.023593,57.628,0.70284,129.2,0.0050413,0,0,0.17809,33,0
0.059853,0.028131,291.41,5.1217,172.27,0.001115,0,0,0.40131,20,0.019509,0.0072595,227.29,0.50737,64.6,0,0,0,0.041811,13,0
0.059853,0.028131,291.41,5.1217,172.27,0.001115,0,0,0.40131,20,0.019509,0.0072595,227.29,0.50737,64.6,0,0,0,0.041811,13,0
0.078337,0.019964,420.37,5.0142,473.73,0.0046281,0,0,0.42475,10,0.037993,0,356.25,0.39981,366.06,0.0035131,0,0,0.065247,3,0
0.078337,0.019964,420.37,5.0142,473.73,0.0046281,0,0,0.42475,10,0.037993,0,356.25,0.39981,366.06,0.0035131,0,0,0.065247,3,0
0.088577,0.019964,663.26,4.771,473.73,0.0014125,0,0,0.73213,9,0.048233,0,599.14,0.15666,366.06,0.00029753,0,0,0.37263,2,0
0.088577,0.019964,663.26,4.771,473.73,0.0014125,0,0,0.73213,9,0.048233,0,599.14,0.15666,366.06,0.00029753,0,0,0.37263,2,0
0.089108,0.022686,590.2,4.7989,193.8,0.0010653,0,0,0.63036,10,0.048764,0.0027223,526.07,0.18459,86.133,0,0,0,0.27086,3,0
0.089108,0.022686,590.2,4.7989,193.8,0.0010653,0,0,0.63036,10,0.048764,0.0027223,526.07,0.18459,86.133,0,0,0,0.27086,3,0
0.080672,0.029038,516.96,4.883,215.33,0.0035524,0,0,0.53813,10,0.040328,0.0090744,452.83,0.26863,107.67,0.0024871,0,0,0.17863,3,0
0.080672,0.029038,516.96,4.883,215.33,0.0035524,0,0,0.53813,10,0.040328,0.0090744,452.83,0.26863,107.67,0.0024871,0,0,0.17863,3,0
0.085561,0.025408,654.52,4.7803,387.6,0.0041299,0,0,0.56917,12,0.045216,0.0054446,590.4,0.16597,279.93,0.0030646,0,0,0.20967,5,0
0.085561,0.025408,654.52,4.7803,387.6,0.0041299,0,0,0.56917,12,0.045216,0.0054446,590.4,0.16597,279.93,0.0030646,0,0,0.20967,5,0
0.10565,0.016334,738.83,4.7243,193.8,0.0011052,0,0,0.59492,11,0.065306,0,674.71,0.10993,86.133,3.9866e-05,0,0,0.23542,4,0
0.10565,0.016334,738.83,4.7243,193.8,0.0011052,0,0,0.59492,11,0.065306,0,674.71,0.10993,86.133,3.9866e-05,0,0,0.23542,4,0
0.1108,0.018149,954.44,4.6738,473.73,0.00096247,0,0,0.73539,8,0.070451,0.0018149,890.32,0.059442,366.06,0,0,0,0.37588,1,0
0.1108,0.018149,954.44,4.6738,473.73,0.00096247,0,0,0.73539,8,0.070451,0.0018149,890.32,0.059442,366.06,0,0,0,0.37588,1,0
0.10745,0.022686,1040.8,4.7235,473.73,0.0010813,0,0,0.64525,10,0.067103,0.0063521,976.7,0.10917,366.06,0.00011884,0,0,0.28575,3,0
0.10745,0.022686,1040.8,4.7235,473.73,0.0010813,0,0,0.64525,10,0.067103,0.0063521,976.7,0.10917,366.06,0.00011884,0,0,0.28575,3,0
0.1045,0.024501,756.85,5.0787,473.73,0.012564,1,13,0.61229,15,0.064156,0.008167,692.73,0.46432,366.06,0.011602,1,13,0.25278,8,0
0.1045,0.024501,756.85,5.0787,473.73,0.012564,1,13,0.61229,15,0.064156,0.008167,692.73,0.46432,366.06,0.011602,1,13,0.25278,8,0
0.10219,0.023593,860.68,4.9075,193.8,0.011555,1,13,0.54889,11,0.061845,0.0072595,796.55,0.2931,86.133,0.010593,1,13,0.18939,4,0
0.10219,0.023593,860.68,4.9075,193.8,0.011555,1,13,0.54889,11,0.061845,0.0072595,796.55,0.2931,86.133,0.010593,1,13,0.18939,4,0
0.10354,0.020871,592.58,5.0098,387.6,0.0046407,0,0,0.51575,13,0.063201,0.0045372,528.46,0.39547,279.93,0.0036782,0,0,0.15624,6,0
0.10354,0.020871,592.58,5.0098,387.6,0.0046407,0,0,0.51575,13,0.063201,0.0045372,528.46,0.39547,279.93,0.0036782,0,0,0.15624,6,0
0.2175,0.029946,2825.3,4.9923,1098.2,0.002199,0,0,0.42403,19,0.17716,0.013612,2761.2,0.37797,990.53,0.0012365,0,0,0.064525,12,0
0.2175,0.029946,2825.3,4.9923,1098.2,0.002199,0,0,0.42403,19,0.17716,0.013612,2761.2,0.37797,990.53,0.0012365,0,0,0.064525,12,0
0.27416,0.045372,4879,4.9689,968.99,0.0065474,0,0,0.37857,19,0.23381,0.029038,4814.8,0.35455,861.33,0.005585,0,0,0.019068,12,0
0.27416,0.045372,4879,4.9689,968.99,0.0065474,0,0,0.37857,19,0.23381,0.029038,4814.8,0.35455,861.33,0.005585,0,0,0.019068,12,0
0.30283,0.039927,3625.8,5.0425,495.26,0.0077623,0,0,0.36871,19,0.26249,0.023593,3561.6,0.42817,387.6,0.0067998,0,0,0.0092072,12,0
0.30283,0.039927,3625.8,5.0425,495.26,0.0077623,0,0,0.36871,19,0.26249,0.023593,3561.6,0.42817,387.6,0.0067998,0,0,0.0092072,12,0
0.38113,0.029038,7361.6,5.064,452.2,0.014019,1,12,0.7599,12,0.34079,0.012704,7297.4,0.44963,344.53,0.013057,1,12,0.40039,5,0
0.38113,0.029038,7361.6,5.064,452.2,0.014019,1,12,0.7599,12,0.34079,0.012704,7297.4,0.44963,344.53,0.013057,1,12,0.40039,5,0
0.42172,0.030853,6825.5,5.0164,258.4,0.010731,1,21,0.525,16,0.38138,0.014519,6761.4,0.40205,150.73,0.0097682,1,21,0.1655,9,0
0.42172,0.030853,6825.5,5.0164,258.4,0.010731,1,21,0.525,16,0.38138,0.014519,6761.4,0.40205,150.73,0.0097682,1,21,0.1655,9,0
0.39853,0.03176,7297.6,4.8361,409.13,0.0021682,0,0,0.36059,17,0.35819,0.015426,7233.4,0.2218,301.46,0.0012058,0,0,0.0010855,10,0
0.39853,0.03176,7297.6,4.8361,409.13,0.0021682,0,0,0.36059,17,0.35819,0.015426,7233.4,0.2218,301.46,0.0012058,0,0,0.0010855,10,0
0.39086,0.029038,6614.7,4.7549,258.4,0.0076238,0,0,0.56606,7,0.35051,0.012704,6550.6,0.14051,150.73,0.0066614,0,0,0.20655,0,0
0.39086,0.029038,6614.7,4.7549,258.4,0.0076238,0,0,0.56606,7,0.35051,0.012704,6550.6,0.14051,150.73,0.0066614,0,0,0.20655,0,0
0.40122,0.027223,5676.6,4.7699,258.4,0.0055094,0,0,0.6555,8,0.36087,0.010889,5612.5,0.15552,150.73,0.0045469,0,0,0.29599,1,0
0.40122,0.027223,5676.6,4.7699,258.4,0.0055094,0,0,0.6555,8,0.36087,0.010889,5612.5,0.15552,150.73,0.0045469,0,0,0.29599,1,0
0.35542,0.029038,5428,4.6967,301.46,0.00329,0,0,0.49133,10,0.31508,0.012704,5363.9,0.082377,193.8,0.0023275,0,0,0.13183,3,0
0.35542,0.029038,5428,4.6967,301.46,0.00329,0,0,0.49133,10,0.31508,0.012704,5363.9,0.082377,193.8,0.0023275,0,0,0.13183,3,0
0.30383,0.028131,4515.6,4.7861,301.46,0.0031852,0,0,0.39931,16,0.26348,0.011797,4451.5,0.1718,193.8,0.0022227,0,0,0.039806,9,0
0.30383,0.028131,4515.6,4.7861,301.46,0.0031852,0,0,0.39931,16,0.26348,0.011797,4451.5,0.1718,193.8,0.0022227,0,0,0.039806,9,0
0.32196,0.022686,4380.5,4.7213,430.66,0.0089899,0,0,0.71587,8,0.28161,0.0063521,4316.4,0.10692,323,0.0080274,0,0,0.35637,1,0
0.32196,0.022686,4380.5,4.7213,430.66,0.0089899,0,0,0.71587,8,0.28161,0.0063521,4316.4,0.10692,323,0.0080274,0,0,0.35637,1,0
0.30392,0.023593,4003.9,4.5934,430.66,0.014664,1,24,0.73779,7,0.26357,0.0072595,3939.8,0,323,0.013701,1,24,0.37829,0,0
0.30392,0.023593,4003.9,4.5934,430.66,0.014664,1,24,0.73779,7,0.26357,0.0072595,3939.8,0,323,0.013701,1,24,0.37829,0,0
0.25408,0.041742,4022.6,5.122,107.67,0.041758,1,12,0.37254,18,0.21374,0.025408,3958.4,0.52859,0,0.040796,1,12,0.013042,11,0
0.25408,0.041742,4022.6,5.122,107.67,0.041758,1,12,0.37254,18,0.21374,0.025408,3958.4,0.52859,0,0.040796,1,12,0.013042,11,0
0.23857,0.048094,4166,5.1577,107.67,0.050859,1,12,0.34516,29,0.19822,0.03176,4101.9,0.56422,0,0.049897,1,12,0,22,0
0.23857,0.048094,4166,5.1577,107.67,0.050859,1,12,0.34516,29,0.19822,0.03176,4101.9,0.56422,0,0.049897,1,12,0,22,0
0.20632,0.036298,2218.7,5.1205,86.133,0.039589,1,13,0.33872,27,0.16598,0.019964,2154.6,0.52706,0,0.038627,1,13,0,20,0
0.20632,0.036298,2218.7,5.1205,86.133,0.039589,1,13,0.33872,27,0.16598,0.019964,2154.6,0.52706,0,0.038627,1,13,0,20,0
0.21958,0.026316,2790.8,4.8481,86.133,0.039285,1,13,0.29378,15,0.17924,0.0099819,2726.7,0.2546,0,0.038323,1,13,0,8,0
0.21958,0.026316,2790.8,4.8481,86.133,0.039285,1,13,0.29378,15,0.17924,0.0099819,2726.7,0.2546,0,0.038323,1,13,0,8,0
0.22994,0.019964,2828.2,4.6859,107.67,0.013383,1,13,0.45258,8,0.1896,0.0036298,2764,0.092495,21.533,0.01242,1,13,0.1588,1,0
0.22994,0.019964,2828.2,4.6859,107.67,0.013383,1,13,0.45258,8,0.1896,0.0036298,2764,0.092495,21.533,0.01242,1,13,0.1588,1,0
0.18392,0.025408,1583.7,5.0342,107.67,0.025936,1,13,0.44003,12,0.14358,0.0090744,1519.5,0.44078,21.533,0.024974,1,13,0.14626,5,0
0.18392,0.025408,1583.7,5.0342,107.67,0.025936,1,13,0.44003,12,0.14358,0.0090744,1519.5,0.44078,21.533,0.024974,1,13,0.14626,5,0
0.15688,0.03176,1764.4,4.9199,279.93,0.0093567,0,0,0.51972,10,0.11654,0.015426,1700.3,0.3265,193.8,0.0083942,0,0,0.22595,3,0
0.15688,0.03176,1764.4,4.9199,279.93,0.0093567,0,0,0.51972,10,0.11654,0.015426,1700.3,0.3265,193.8,0.0083942,0,0,0.22595,3,0
0.18601,0.032668,1808.9,4.8821,107.67,0.014848,1,14,0.31802,12,0.14566,0.016334,1744.8,0.28862,21.533,0.013886,1,14,0.024243,5,0
0.18601,0.032668,1808.9,4.8821,107.67,0.014848,1,14,0.31802,12,0.14566,0.016334,1744.8,0.28862,21.533,0.013886,1,14,0.024243,5,0
0.1887,0.026316,2641.7,4.8662,107.67,0.020407,1,14,0.46731,14,0.14835,0.0099819,2577.6,0.2727,21.533,0.019444,1,14,0.17353,7,0
0.1887,0.026316,2641.7,4.8662,107.67,0.020407,1,14,0.46731,14,0.14835,0.0099819,2577.6,0.2727,21.533,0.019444,1,14,0.17353,7,0
0.19043,0.058984,2415.4,5.4558,107.67,0.034054,3,13,0.27342,38,0.15009,0.04265,2351.3,0.86238,21.533,0.033092,3,13,0,31,0
0.19043,0.058984,2415.4,5.4558,107.67,0.034054,3,13,0.27342,38,0.15009,0.04265,2351.3,0.86238,21.533,0.033092,3,13,0,31,0
0.19714,0.086207,3457.4,5.712,344.53,0.052008,1,13,0.45818,41,0.1568,0.069873,3393.3,1.1185,258.4,0.051046,1,13,0.18477,34,0
0.19714,0.086207,3457.4,5.712,344.53,0.052008,1,13,0.45818,41,0.1568,0.069873,3393.3,1.1185,258.4,0.051046,1,13,0.18477,34,0
0.19433,0.059891,2443.4,5.5153,366.06,0.038511,2,13,0.80964,24,0.15399,0.043557,2379.2,0.92187,279.93,0.037548,2,13,0.53622,17,0
0.19433,0.059891,2443.4,5.5153,366.06,0.038511,2,13,0.80964,24,0.15399,0.043557,2379.2,0.92187,279.93,0.037548,2,13,0.53622,17,0
0.19092,0.039927,2149.5,5.4351,344.53,0.050259,2,13,0.83583,16,0.15057,0.023593,2085.4,0.84166,258.4,0.049296,2,13,0.56241,9,0
0.19092,0.039927,2149.5,5.4351,344.53,0.050259,2,13,0.83583,16,0.15057,0.023593,2085.4,0.84166,258.4,0.049296,2,13,0.56241,9,0
0.19756,0.032668,2320.3,5.1776,344.53,0.026072,1,13,0.8632,10,0.15722,0.016334,2256.1,0.58411,258.4,0.02511,1,13,0.58978,3,0
0.19756,0.032668,2320.3,5.1776,344.53,0.026072,1,13,0.8632,10,0.15722,0.016334,2256.1,0.58411,258.4,0.02511,1,13,0.58978,3,0
0.18084,0.038113,2117.9,5.1248,344.53,0.01827,1,13,0.84478,10,0.14049,0.021779,2053.8,0.53132,258.4,0.017307,1,13,0.57136,3,0
0.18084,0.038113,2117.9,5.1248,344.53,0.01827,1,13,0.84478,10,0.14049,0.021779,2053.8,0.53132,258.4,0.017307,1,13,0.57136,3,0
0.1203,0.058076,1088,5.3138,366.06,0.019329,1,13,0.4241,25,0.079955,0.041742,1023.8,0.72033,279.93,0.018366,1,13,0.15068,18,0
0.1203,0.058076,1088,5.3138,366.06,0.019329,1,13,0.4241,25,0.079955,0.041742,1023.8,0.72033,279.93,0.018366,1,13,0.15068,18,0
0.095338,0.064428,542.32,5.4745,646,0.016502,1,18,0.28854,33,0.054994,0.048094,478.2,0.88104,559.86,0.01554,1,18,0.015117,26,0
0.095338,0.064428,542.32,5.4745,646,0.016502,1,18,0.28854,33,0.054994,0.048094,478.2,0.88104,559.86,0.01554,1,18,0.015117,26,0
0.1088,0.039927,1292.3,5.1453,279.93,0.021178,1,13,0.40007,28,0.068451,0.023593,1228.1,0.55186,193.8,0.020216,1,13,0.12665,21,0
0.1088,0.039927,1292.3,5.1453,279.93,0.021178,1,13,0.40007,28,0.068451,0.023593,1228.1,0.55186,193.8,0.020216,1,13,0.12665,21,0
0.11752,0.03176,960.67,5.0916,258.4,0.01638,2,13,0.43464,11,0.07718,0.015426,896.54,0.49811,172.27,0.015417,2,13,0.16122,4,0
0.11752,0.03176,960.67,5.0916,258.4,0.01638,2,13,0.43464,11,0.07718,0.015426,896.54,0.49811,172.27,0.015417,2,13,0.16122,4,0
0.11034,0.041742,928.03,5.1256,602.93,0.0032546,0,0,0.41194,17,0.069998,0.025408,863.91,0.53212,516.8,0.0022921,0,0,0.13852,10,0
0.11034,0.041742,928.03,5.1256,602.93,0.0032546,0,0,0.41194,17,0.069998,0.025408,863.91,0.53212,516.8,0.0022921,0,0,0.13852,10,0
0.097378,0.036298,985.6,5.0083,301.46,0.0032667,0,0,0.7028,17,0.057033,0.019964,921.47,0.41483,215.33,0.0023043,0,0,0.42938,10,0
0.097378,0.036298,985.6,5.0083,301.46,0.0032667,0,0,0.7028,17,0.057033,0.019964,921.47,0.41483,215.33,0.0023043,0,0,0.42938,10,0
0.080686,0.036298,377,5.2989,258.4,0.008219,0,0,0.62753,11,0.040342,0.019964,312.88,0.70541,172.27,0.0072566,0,0,0.35411,4,0
0.080686,0.036298,377,5.2989,258.4,0.008219,0,0,0.62753,11,0.040342,0.019964,312.88,0.70541,172.27,0.0072566,0,0,0.35411,4,0
0.056559,0.050817,256.18,5.2893,279.93,0.0047457,0,0,0.3179,30,0.016215,0.034483,192.05,0.69586,193.8,0.0037833,0,0,0.04448,23,0
0.056559,0.050817,256.18,5.2893,279.93,0.0047457,0,0,0.3179,30,0.016215,0.034483,192.05,0.69586,193.8,0.0037833,0,0,0.04448,23,0
0.054507,0.050817,235.05,5.2984,258.4,0.0051982,0,0,0.49416,20,0.014163,0.034483,170.93,0.70491,172.27,0.0042357,0,0,0.22074,13,0
0.054507,0.050817,235.05,5.2984,258.4,0.0051982,0,0,0.49416,20,0.014163,0.034483,170.93,0.70491,172.27,0.0042357,0,0,0.22074,13,0
0.057376,0.038113,299.38,5.1679,279.93,0.0029059,0,0,0.50567,17,0.017032,0.021779,235.26,0.57443,193.8,0.0019434,0,0,0.23225,10,0
0.057376,0.038113,299.38,5.1679,279.93,0.0029059,0,0,0.50567,17,0.017032,0.021779,235.26,0.57443,193.8,0.0019434,0,0,0.23225,10,0
0.055389,0.027223,227.02,5.1533,279.93,0.0049043,0,0,0.60295,10,0.015045,0.010889,162.89,0.55982,193.8,0.0039418,0,0,0.32953,3,0
0.055389,0.027223,227.02,5.1533,279.93,0.0049043,0,0,0.60295,10,0.015045,0.010889,162.89,0.55982,193.8,0.0039418,0,0,0.32953,3,0
0.049531,0.034483,181.21,5.3497,258.4,0.018884,1,13,0.68357,19,0.0091867,0.018149,117.09,0.75625,172.27,0.017922,1,13,0.41015,12,0
0.049531,0.034483,181.21,5.3497,258.4,0.018884,1,13,0.68357,19,0.0091867,0.018149,117.09,0.75625,172.27,0.017922,1,13,0.41015,12,0
0.044387,0.045372,107.31,5.4083,258.4,0.016795,1,13,0.37456,24,0.0040423,0.029038,43.185,0.81487,172.27,0.015833,1,13,0.10114,17,0
0.044387,0.045372,107.31,5.4083,258.4,0.016795,1,13,0.37456,24,0.0040423,0.029038,43.185,0.81487,172.27,0.015833,1,13,0.10114,17,0
0.047634,0.03902,83.645,5.416,430.66,0.0081531,0,0,0.49025,17,0.0072898,0.022686,19.522,0.82254,344.53,0.0071906,0,0,0.21683,10,0
0.047634,0.03902,83.645,5.416,430.66,0.0081531,0,0,0.49025,17,0.0072898,0.022686,19.522,0.82254,344.53,0.0071906,0,0,0.21683,10,0
0.040906,0.049909,90.071,5.3635,258.4,0.0038972,0,0,0.48034,13,0.00056181,0.033575,25.948,0.77001,172.27,0.0029347,0,0,0.20692,6,0
0.040906,0.049909,90.071,5.3635,258.4,0.0038972,0,0,0.48034,13,0.00056181,0.033575,25.948,0.77001,172.27,0.0029347,0,0,0.20692,6,0
0.030575,0.058984,5.1659,5.526,129.2,0.010085,1,13,0.28034,31,0,0.04265,0,0.93251,43.066,0.0091228,1,13,0.006919,24,0
0.030575,0.058984,5.1659,5.526,129.2,0.010085,1,13,0.28034,31,0,0.04265,0,0.93251,43.066,0.0091228,1,13,0.006919,24,0
0.034297,0.049909,60.819,5.6969,107.67,0.0052818,0,0,0.35933,20,0.0037215,0.033575,55.653,1.1035,21.533,0.0043194,0,0,0.085912,13,0
0.034297,0.049909,60.819,5.6969,107.67,0.0052818,0,0,0.35933,20,0.0037215,0.033575,55.653,1.1035,21.533,0.0043194,0,0,0.085912,13,0
0.034136,0.03902,1.4066,5.6016,559.86,0.011424,2,13,0.40234,14,0.003561,0.022686,0,1.0081,473.73,0.010461,2,13,0.12892,7,0
0.034136,0.03902,1.4066,5.6016,559.86,0.011424,2,13,0.40234,14,0.003561,0.022686,0,1.0081,473.73,0.010461,2,13,0.12892,7,0
0.032495,0.047187,10.912,5.5465,301.46,0.008949,0,0,0.31408,20,0.0019196,0.030853,9.5051,0.95306,215.33,0.0079866,0,0,0.040656,13,0
0.032495,0.047187,10.912,5.5465,301.46,0.008949,0,0,0.31408,20,0.0019196,0.030853,9.5051,0.95306,215.33,0.0079866,0,0,0.040656,13,0
0.034324,0.063521,24.261,5.6922,258.4,0.011462,1,13,0.31404,33,0.0037486,0.047187,22.855,1.0988,172.27,0.0105,1,13,0.040621,26,0
0.034324,0.063521,24.261,5.6922,258.4,0.011462,1,13,0.31404,33,0.0037486,0.047187,22.855,1.0988,172.27,0.0105,1,13,0.040621,26,0
0.035971,0.060799,0.98872,5.6039,387.6,0.01409,1,12,0.3428,31,0.0053957,0.044465,0,1.0104,301.46,0.013128,1,12,0.069375,24,0
0.035971,0.060799,0.98872,5.6039,387.6,0.01409,1,12,0.3428,31,0.0053957,0.044465,0,1.0104,301.46,0.013128,1,12,0.069375,24,0
0.036128,0.058984,48.895,5.4889,150.73,0.010563,1,12,0.49817,31,0.0055531,0.04265,47.907,0.89542,64.6,0.0096008,1,12,0.22475,24,0
0.036128,0.058984,48.895,5.4889,150.73,0.010563,1,12,0.49817,31,0.0055531,0.04265,47.907,0.89542,64.6,0.0096008,1,12,0.22475,24,0
0.031903,0.07078,15.42,5.6323,279.93,0.013097,1,13,0.35486,29,0.0013277,0.054446,14.431,1.0389,193.8,0.012135,1,13,0.081444,22,0
0.031903,0.07078,15.42,5.6323,279.93,0.013097,1,13,0.35486,29,0.0013277,0.054446,14.431,1.0389,193.8,0.012135,1,13,0.081444,22,0
0.03203,0.066243,51.911,5.6883,495.26,0.005282,0,0,0.29963,31,0.0014552,0.049909,50.922,1.0948,409.13,0.0043195,0,0,0.02621,24,0
